coder1,coder2,coder3,coder4,coder5,coder6,coder7,coder8,coder9,coder10
0.31063829787234043,0.3491271820448878,0.3397129186602871,0.592948717948718,0.5108225108225108,0.6061946902654868,0.6451612903225806,0.6197530864197531,0.6666666666666666,0.5512820512820513
0.21354166666666666,0.2254335260115607,0.21652421652421652,0.5454545454545454,0.5301204819277109,0.6027397260273972,0.5206349206349207,0.534181240063593,0.6403940886699507,0.5346534653465347
0.2923076923076923,0.27906976744186046,0.3148148148148148,0.3422459893048128,0.32460732984293195,0.35294117647058826,0.46511627906976744,0.33935018050541516,0.5113636363636364,0.32653061224489793
0.5507246376811594,0.5230769230769231,0.4810126582278481,0.25,0.2,0.4266666666666667,0.6666666666666666,0.27848101265822783,0.4225352112676056,0.35714285714285715
0.3684210526315789,0.4,0.42424242424242425,0.5161290322580645,0.34782608695652173,0.42857142857142855,0.4444444444444444,0.3448275862068966,0.33962264150943394,1.0
0.8118811881188119,0.8247422680412371,0.84,0.8227848101265823,0.6431718061674009,0.6355140186915887,0.7894736842105263,0.6514285714285715,0.8545454545454545,0.7692307692307693
0.7941176470588235,0.625,0.691358024691358,0.6666666666666666,0.5915492957746479,0.3888888888888889,0.6857142857142857,0.6075949367088608,0.6666666666666666,0.4
0.8977272727272727,0.8457142857142858,0.8901098901098901,0.97165991902834,0.9421487603305785,0.7846153846153846,0.9183673469387755,0.9068825910931174,0.9433962264150944,0.8235294117647058
0.9,0.8571428571428571,0.8,0.9473684210526315,0.9,1.0,0.6666666666666666,0.9230769230769231,1.0,1.0
0.7751937984496124,0.8111587982832618,0.6532438478747203,0.7906976744186046,0.7370441458733206,0.7206611570247934,0.7897727272727273,0.6758147512864494,0.8179551122194514,0.7638190954773869
